# author : tripiana@cern.ch (please report any problems)
# date   : 10/07/2015
DSID     FS   CROSSECTION[pb]     K-FACTOR     FILTEREFF   REL.UNCERT
387222   61       0.00615134       1.0          1.0          0.162953    
387223   61       0.00615134       1.0          1.0          0.162953    
387224   61       0.00615134       1.0          1.0          0.162953    
406002   61       0.0283338        1.0          1.0          0.14171     
387225  61      64.5085         1.0     0.124120        0.144098
387226  61      21.5949         1.0     0.178190        0.140595
387227  61      8.51615         1.0     0.243050        0.139223
387228  61      3.78661         1.0     0.301190        0.136877
387229  61      1.83537         1.0     0.301190        0.136985
387230  61      0.948333        1.0     0.386860        0.134559
387231  61      0.51848         1.0     0.416190        0.133797
387232  61      0.296128        1.0     0.442090        0.132687
387233  61      0.174599        1.0     0.466130        0.132074
387234  61      0.107045        1.0     0.475880        0.129232
387235  61      21.5949         1.0     0.229720        0.140595
387236  61      8.51615         1.0     0.326240        0.139223
387237  61      3.78661         1.0     0.401840        0.136877
387238  61      1.83537         1.0     0.458170        0.136985
387239  61      0.948333        1.0     0.498750        0.134559
387240  61      0.51848         1.0     0.531820        0.133797
387241  61      0.296128        1.0     0.557910        0.132687
387242  61      0.174599        1.0     0.571480        0.132074
387243  61      0.107045        1.0     0.593310        0.129232
387244  61      3.78661         1.0     0.490860        0.136877
387245  61      1.83537         1.0     0.544240        0.136985
387246  61      1.83537         1.0     0.655360        0.136985
387247  61      64.5085         1.0     0.136420        0.144098
387248  61      36.3818		1.0	1.4843E-01	0.142189
387249  61      36.3818		1.0	1.4843E-01	0.142189
388240  61      0.948333        1.0     1.0     	0.134559
388241  61      0.948333        1.0     1.0     	0.134559
388242  61      0.51848         1.0     1.0     	0.133797
388243  61      0.296128        1.0     1.0     	0.132687
388244  61      0.296128        1.0     1.0     	0.132687
388245  61      0.0670476       1.0     1.0     	0.133429
388246  61      0.0431418       1.0     1.0     	0.137455
388247  61      0.0283338       1.0     1.0     	0.14171
388248  61      0.0189612       1.0     1.0     	0.14702
388249  61      0.0189612       1.0     1.0     	0.14702
388250  61      0.0189612       1.0     1.0     	0.14702
388251  61      0.0128895       1.0     1.0		0.152026
388252  61      0.0128895       1.0     1.0		0.152026
388253  61      0.0128895       1.0     1.0		0.152026
388254  61      0.0128895       1.0     1.0		0.152026
388255  61      0.0128895       1.0     1.0		0.152026
388256  61      0.0128895       1.0     1.0		0.152026
388257  61      0.00883465      1.0     1.0     	0.157177
388258  61      0.00883465      1.0     1.0		0.157177
388259  61      0.00883465      1.0     1.0		0.157177
388260  61      0.00883465      1.0     1.0		0.157177
388261  61      0.00883465      1.0     1.0		0.157177
388262  61      0.00883465      1.0     1.0		0.157177
388263  61      0.00883465      1.0     1.0		0.157177
388264  61      0.00883465      1.0     1.0		0.157177
388265  61      0.00883465      1.0     1.0     	0.157177
388266  61      0.00615134      1.0     1.0     	0.162953
388267  61      0.00615134      1.0     1.0		0.162953
388268  61      0.00615134      1.0     1.0		0.162953
388269  61      0.00615134      1.0     1.0		0.162953
388270  61      0.00615134      1.0     1.0		0.162953
388271  61      0.00615134      1.0     1.0		0.162953
389205	61	8.51615		1.0	6.3740E-01	0.139223	
389206	61	1.83537		1.0	8.7773E-01	0.136985
389207	61	1.83537		1.0	8.3975E-01	0.136985
389208	61	0.296128	1.0	1.0	0.132687
389209	61	0.296128	1.0	1.0	0.132687
389210	61	0.296128	1.0	1.0	0.132687
389212	61 	0.174599	1.0	1.0	0.132074
389213	61	0.107045	1.0	1.0	0.129232
389214	61	0.107045	1.0	1.0	0.129232
389216	61	0.0670476	1.0	1.0	0.133429
389217	61 	0.0431418	1.0	1.0	0.137455
389218	61 	0.0283338	1.0	1.0	0.14171
389219	61 	0.0189612	1.0	1.0	0.14702
389220	61 	0.0189612	1.0	1.0	0.14702
389221	61 	0.0128895	1.0	1.0	0.152026
389222	61 	0.0128895	1.0	1.0	0.152026
389223	61 	0.0128895	1.0	1.0	0.152026
389224	61 	0.00883465	1.0	1.0	0.157177
389225	61 	0.00883465	1.0	1.0	0.157177
389226	61 	0.00883465	1.0	1.0	0.157177
389227	61 	0.00883465	1.0	1.0	0.157177
389230	61 	0.00615134	1.0	1.0	0.162953
389231	61 	0.00615134	1.0	1.0	0.162953
389232	61 	0.00615134	1.0	1.0	0.162953
389233	61 	0.00432261	1.0	1.0	0.167859
389234	61 	0.00432261	1.0	1.0	0.167859
389235	61 	0.00432261	1.0	1.0	0.167859
389236	61 	0.00432261	1.0	1.0	0.167859
389237	61 	0.00432261	1.0	1.0	0.167859
389238	61 	0.00432261	1.0	1.0	0.167859
389239	61 	0.00432261	1.0	1.0	0.167859
389240	61 	0.00432261	1.0	1.0	0.167859
389241	61 	0.00432261	1.0	1.0	0.167859
389242	61 	0.00432261	1.0	1.0	0.167859
389243	61 	0.00432261	1.0	1.0	0.167859
389244	61 	0.00432261	1.0	1.0	0.167859
389245	61 	0.00307413	1.0	1.0	0.173377
389246	61 	0.00307413	1.0	1.0	0.173377
389247	61 	0.00307413	1.0	1.0	0.173377
389248	61 	0.00307413	1.0	1.0	0.173377
389249	61 	0.00307413	1.0	1.0	0.173377
389250	61 	0.00307413	1.0	1.0	0.173377
389251	61 	0.00307413	1.0	1.0	0.173377
389252	61 	0.00307413	1.0	1.0	0.173377
389253	61 	0.00307413	1.0	1.0	0.173377
389254	61 	0.00307413	1.0	1.0	0.173377
389255	61 	0.00307413	1.0	1.0	0.173377
389256	61 	0.00307413	1.0	1.0	0.173377
389257	61 	0.00221047	1.0	1.0	0.179259
389258	61 	0.00221047	1.0	1.0	0.179259
389259	61 	0.00221047	1.0	1.0	0.179259
389260	61 	0.00221047	1.0	1.0	0.179259
389261	61 	0.00221047	1.0	1.0	0.179259
389262	61 	0.00221047	1.0	1.0	0.179259
389263	61 	0.00221047	1.0	1.0	0.179259
389264	61 	0.00221047	1.0	1.0	0.179259
389265	61 	0.00221047	1.0	1.0	0.179259
389266	61 	0.00221047	1.0	1.0	0.179259
389267	61 	0.00221047	1.0	1.0	0.179259
389268	61 	0.00221047	1.0	1.0	0.179259
389269	61 	0.00159844	1.0	1.0	0.185209
389270	61 	0.00159844	1.0	1.0	0.185209
389271	61 	0.00159844	1.0	1.0	0.185209
389272	61 	0.00159844	1.0	1.0	0.185209
389273	61 	0.00159844	1.0	1.0	0.185209
389274	61 	0.00159844	1.0	1.0	0.185209
389275	61 	0.00159844	1.0	1.0	0.185209
389276	61 	0.00159844	1.0	1.0	0.185209
389277	61 	0.00159844	1.0	1.0	0.185209
389278	61 	0.00159844	1.0	1.0	0.185209
389279	61 	0.00159844	1.0	1.0	0.185209
389280	61 	0.00159844	1.0	1.0	0.185209
389281	61 	0.0011583	1.0	1.0	0.193006
389282	61 	0.0011583	1.0	1.0	0.193006
389283	61 	0.0011583	1.0	1.0	0.193006
389284	61 	0.0011583	1.0	1.0	0.193006
389285	61 	0.0011583	1.0	1.0	0.193006
389286	61 	0.0011583	1.0	1.0	0.193006
389287	61 	0.0011583	1.0	1.0	0.193006
389288	61 	0.0011583	1.0	1.0	0.193006
389289	61 	0.0011583	1.0	1.0	0.193006
389290	61 	0.0011583	1.0	1.0	0.193006
389291	61 	0.0011583	1.0	1.0	0.193006
389292	61 	0.0011583	1.0	1.0	0.193006
389293	61 	0.000850345	1.0	1.0	0.201604
389294	61 	0.000850345	1.0	1.0	0.201604
389295	61 	0.000850345	1.0	1.0	0.201604
389296	61 	0.000850345	1.0	1.0	0.201604
389297	61 	0.000850345	1.0	1.0	0.201604
389298	61 	0.000850345	1.0	1.0	0.201604
389299	61 	0.000850345	1.0	1.0	0.201604
389300	61	0.000850345	1.0	1.0	0.201604
389301	61	0.000850345	1.0	1.0	0.201604
389302	61	0.000850345	1.0	1.0	0.201604
389303	61	0.000850345	1.0	1.0	0.201604
389304	61	0.000850345	1.0	1.0	0.201604
