# date: July 31 2015
## format : datasetID   finalState   XS(pb)   K-factor   filterEff    relUncertainty
371589     2     0.00241293222643435        1     1     0.28723320365
371590     2     0.001958052860572934       1     1     0.293550252914
371591     2     0.001958052860572934       1     1     0.293550252914
371592     2     0.0015908750938251615      1     1     0.303364604712
371593     2     0.0015908750938251615      1     1     0.303364604712
371594     2     0.001297794166021049       1     1     0.311279088259
371595     2     0.001297794166021049       1     1     0.311279088259
371596     2     0.0010571714956313372      1     1     0.316299974918
371597     2     0.0008630946977064013      1     1     0.324231356382
371598     2     0.0008630946977064013      1     1     0.324231356382
371599     2     0.0007055102      1     1     0.33329361 
371600     2     0.0007055102      1     1     0.33329361 
371601     2     0.0005765615      1     1     0.34094831 
371602     2     0.0004720384      1     1     0.34801109 
371603     2     0.0003869576      1     1     0.35837174 
371604     2     0.0003869576      1     1     0.35837174 
371605     2     0.0003167813      1     1     0.36634426 
371606     2     0.0002602757      1     1     0.37615615 
371607     2     0.1390094457      1     1     0.17856938 
371608     2     0.0830235908      1     1     0.18527619 
371609     2     0.0504205708      1     1     0.19541511 
371610     2     0.0310858735      1     1     0.20727470 
371611     2     0.1462027851      1     1     0.17767665 
371612     2     0.0872815938      1     1     0.18480135 
371613     2     0.0529752725      1     1     0.19463617 
371614     2     0.0325527025      1     1     0.20516780 
371615     2     0.0570971425      1     1     0.19241270 
371616     2     0.0218635836      1     1     0.21597649 
371617     2     0.0173388453      1     1     0.22356345 
371618     2     0.0087890140      1     1     0.24257497 
371619     2     0.0001755695      1     1     0.39898959
371620     2     0.0001437496      1     1     0.40689801
371621     2     0.0001187077      1     1     0.41590980
371622     2     0.0002138950      1     1     0.38741380
371623     2     0.0001755695      1     1     0.39898959
371624     2     0.0003167813      1     1     0.36634426
371625     2     0.0001437496      1     1     0.40689801
371626     2     0.0005765615      1     1     0.34094831
371627     2     0.0002602757      1     1     0.37615615
371628     2     0.0010571714      1     1     0.31629998
371629     2     0.0004720384      1     1     0.34801109
371630     2     0.0019580528      1     1     0.29355025
371631     2     0.0008630947      1     1     0.32423135
371632     2     0.0036959207      1     1     0.27181191
371633     2     0.0015908751      1     1     0.30336460
371634     2     0.0070499035      1     1     0.24853606
371635     2     0.0029848287      1     1     0.27853570
371636     2     0.0137518269      1     1     0.23102530
371637     2     0.0056716492      1     1     0.25656224
371638     2     0.0194382384      1     1     0.21719443
371639     2     0.0203315589      1     1     0.21776482
371640     2     0.0000799602      1     1     0.43314445
371641     2     0.0000657648      1     1     0.44241480
371642     2     0.0000541064      1     1     0.45268696
371643     2     0.0000972490      1     1     0.42373661
371644     2     0.0000799602      1     1     0.43314445
371645     2     0.0001187077      1     1     0.41590980
371646     2     0.0002138950      1     1     0.38741380
371647     2     0.0003869576      1     1     0.35837174
371648     2     0.0007055102      1     1     0.33329361
371649     2     0.0012977942      1     1     0.31127909
371650     2     0.3253876864910126         1     1     0.167580008507
371651     2     0.3253876864910126         1     1     0.167580008507
371652     2     0.3253876864910126         1     1     0.167580008507
371653     2     0.3253876864910126         1     1     0.167580008507
371654     2     0.3253876864910126         1     1     0.167580008507
371655     2     0.3253876864910126         1     1     0.167580008507
371656     2     0.3253876864910126         1     1     0.167580008507
371657     2     0.3253876864910126         1     1     0.167580008507
371658     2     0.3253876864910126         1     1     0.167580008507
371659     2     0.3253876864910126         1     1     0.167580008507
371660     2     0.3253876864910126         1     1     0.167580008507
371661     2     0.08564179390668869        1     1     0.18481425941
371662     2     0.08564179390668869        1     1     0.18481425941
371663     2     0.08564179390668869        1     1     0.18481425941
371664     2     0.08564179390668869        1     1     0.18481425941
371665     2     0.08564179390668869        1     1     0.18481425941
371666     2     0.08564179390668869        1     1     0.18481425941
371667     2     0.08564179390668869        1     1     0.18481425941
371668     2     0.08564179390668869        1     1     0.18481425941
371669     2     0.08564179390668869        1     1     0.18481425941
371670     2     0.08564179390668869        1     1     0.18481425941
371671     2     0.08564179390668869        1     1     0.18481425941
371672     2     0.08564179390668869        1     1     0.18481425941
371673     2     0.02526012621819973        1     1     0.210963279009
371674     2     0.02526012621819973        1     1     0.210963279009
371675     2     0.02526012621819973        1     1     0.210963279009
371676     2     0.02526012621819973        1     1     0.210963279009
371677     2     0.02526012621819973        1     1     0.210963279009
371678     2     0.02526012621819973        1     1     0.210963279009
371679     2     0.02526012621819973        1     1     0.210963279009
371680     2     0.02526012621819973        1     1     0.210963279009
371681     2     0.02526012621819973        1     1     0.210963279009
371682     2     0.02526012621819973        1     1     0.210963279009
371683     2     0.02526012621819973        1     1     0.210963279009
371684     2     0.02526012621819973        1     1     0.210963279009
371685     2     0.02526012621819973        1     1     0.210963279009
371686     2     0.008089760318398476       1     1     0.244372189045
371687     2     0.008089760318398476       1     1     0.244372189045
371688     2     0.008089760318398476       1     1     0.244372189045
371689     2     0.008089760318398476       1     1     0.244372189045
371690     2     0.008089760318398476       1     1     0.244372189045
371691     2     0.008089760318398476       1     1     0.244372189045
371692     2     0.008089760318398476       1     1     0.244372189045
371693     2     0.008089760318398476       1     1     0.244372189045
371694     2     0.008089760318398476       1     1     0.244372189045
371695     2     0.008089760318398476       1     1     0.244372189045
371696     2     0.008089760318398476       1     1     0.244372189045
371697     2     0.008089760318398476       1     1     0.244372189045
371698     2     0.008089760318398476       1     1     0.244372189045
371699     2     0.008089760318398476       1     1     0.244372189045
371700     2     3577.400634765625          1     1     0.141307726502
371701     2     3577.400634765625          1     1     0.141307726502
371702     2     3577.400634765625          1     1     0.141307726502
371703     2     3577.400634765625          1     1     0.141307726502
371704     2     3577.400634765625          1     1     0.141307726502
371705     2     3577.400634765625          1     1     0.141307726502
371706     2     98.16100311279297          1     1     0.139353513718
371707     2     98.16100311279297          1     1     0.139353513718
371708     2     98.16100311279297          1     1     0.139353513718
371709     2     98.16100311279297          1     1     0.139353513718
371710     2     98.16100311279297          1     1     0.139353513718
371711     2     98.16100311279297          1     1     0.139353513718
371712     2     98.16100311279297          1     1     0.139353513718
371713     2     98.16100311279297          1     1     0.139353513718
371714     2     9.216181755065918          1     1     0.138369098306
371715     2     9.216181755065918          1     1     0.138369098306
371716     2     9.216181755065918          1     1     0.138369098306
371717     2     9.216181755065918          1     1     0.138369098306
371718     2     9.216181755065918          1     1     0.138369098306
371719     2     9.216181755065918          1     1     0.138369098306
371720     2     9.216181755065918          1     1     0.138369098306
371721     2     9.216181755065918          1     1     0.138369098306
371722     2     9.216181755065918          1     1     0.138369098306
371723     2     1.4891046285629272         1     1     0.150167047977
371724     2     1.4891046285629272         1     1     0.150167047977
371725     2     1.4891046285629272         1     1     0.150167047977
371726     2     1.4891046285629272         1     1     0.150167047977
371727     2     1.4891046285629272         1     1     0.150167047977
371728     2     1.4891046285629272         1     1     0.150167047977
371729     2     1.4891046285629272         1     1     0.150167047977
371730     2     1.4891046285629272         1     1     0.150167047977
371731     2     1.4891046285629272         1     1     0.150167047977
371732     2     1.4891046285629272         1     1     0.150167047977
371733     2     0.045982301235198975       1     1     0.198225662112
371734     2     0.045982301235198975       1     1     0.198225662112
371735     2     0.045982301235198975       1     1     0.198225662112
371736     2     0.045982301235198975       1     1     0.198225662112
371737     2     0.045982301235198975       1     1     0.198225662112
371738     2     0.045982301235198975       1     1     0.198225662112
371739     2     0.045982301235198975       1     1     0.198225662112
371740     2     0.045982301235198975       1     1     0.198225662112
371741     2     0.045982301235198975       1     1     0.198225662112
371742     2     0.045982301235198975       1     1     0.198225662112
371743     2     0.045982301235198975       1     1     0.198225662112
371744     2     0.045982301235198975       1     1     0.198225662112
371745     2     0.045982301235198975       1     1     0.198225662112
371746     2     0.014171450398862362       1     1     0.228925362229
371747     2     0.014171450398862362       1     1     0.228925362229
371748     2     0.014171450398862362       1     1     0.228925362229
371749     2     0.014171450398862362       1     1     0.228925362229
371750     2     0.014171450398862362       1     1     0.228925362229
371751     2     0.014171450398862362       1     1     0.228925362229
371752     2     0.014171450398862362       1     1     0.228925362229
371753     2     0.014171450398862362       1     1     0.228925362229
371754     2     0.014171450398862362       1     1     0.228925362229
371755     2     0.014171450398862362       1     1     0.228925362229
371756     2     0.014171450398862362       1     1     0.228925362229
371757     2     0.014171450398862362       1     1     0.228925362229
371758     2     0.014171450398862362       1     1     0.228925362229
371759     2     0.014171450398862362       1     1     0.228925362229
371760     2     0.0027583648916333914      1     1     0.282457530499
371761     2     0.0027583648916333914      1     1     0.282457530499
371762     2     0.0027583648916333914      1     1     0.282457530499
371763     2     0.0027583648916333914      1     1     0.282457530499
371764     2     0.0027583648916333914      1     1     0.282457530499
371765     2     0.0027583648916333914      1     1     0.282457530499
371766     2     0.0027583648916333914      1     1     0.282457530499
371767     2     0.0027583648916333914      1     1     0.282457530499
371768     2     0.0027583648916333914      1     1     0.282457530499
371769     2     0.0027583648916333914      1     1     0.282457530499
371770     2     0.0027583648916333914      1     1     0.282457530499
371771     2     0.0027583648916333914      1     1     0.282457530499
371772     2     0.0027583648916333914      1     1     0.282457530499
371773     2     0.0027583648916333914      1     1     0.282457530499
371774     2     0.0027583648916333914      1     1     0.282457530499
371775     2     0.0009802603162825108      1     1     0.319521099329
371776     2     0.0009802603162825108      1     1     0.319521099329
371777     2     0.0009802603162825108      1     1     0.319521099329
371778     2     0.0009802603162825108      1     1     0.319521099329
371779     2     0.0009802603162825108      1     1     0.319521099329
371780     2     0.0009802603162825108      1     1     0.319521099329
371781     2     0.0009802603162825108      1     1     0.319521099329
371782     2     0.0009802603162825108      1     1     0.319521099329
371783     2     0.0009802603162825108      1     1     0.319521099329
371784     2     0.0009802603162825108      1     1     0.319521099329
371785     2     0.0009802603162825108      1     1     0.319521099329
371786     2     0.0009802603162825108      1     1     0.319521099329
371787     2     0.0009802603162825108      1     1     0.319521099329
371788     2     0.0009802603162825108      1     1     0.319521099329
371789     2     0.0009802603162825108      1     1     0.319521099329
371790     2     0.0009802603162825108      1     1     0.319521099329
371791     2     0.0046974684      1     1     0.26256696 
371792     2     0.0046974684      1     1     0.26256696 
371793     2     0.0046974684      1     1     0.26256696 
371794     2     0.0046974684      1     1     0.26256696 
371795     2     0.0046974684      1     1     0.26256696 
371796     2     0.0046974684      1     1     0.26256696 
371797     2     0.0046974684      1     1     0.26256696 
371798     2     0.0046974684      1     1     0.26256696 
371799     2     0.0046974684      1     1     0.26256696 
371800     2     0.0046974684      1     1     0.26256696 
371801     2     0.0046974684      1     1     0.26256696 
371802     2     0.0046974684      1     1     0.26256696 
371803     2     0.0046974684      1     1     0.26256696 
371804     2     0.0046974684      1     1     0.26256696 
371805     2     0.0016337908      1     1     0.30037747 
371806     2     0.0016337908      1     1     0.30037747 
371807     2     0.0016337908      1     1     0.30037747 
371808     2     0.0016337908      1     1     0.30037747 
371809     2     0.0016337908      1     1     0.30037747 
371810     2     0.0016337908      1     1     0.30037747 
371811     2     0.0016337908      1     1     0.30037747 
371812     2     0.0016337908      1     1     0.30037747 
371813     2     0.0016337908      1     1     0.30037747 
371814     2     0.0016337908      1     1     0.30037747 
371815     2     0.0016337908      1     1     0.30037747 
371816     2     0.0016337908      1     1     0.30037747 
371817     2     0.0016337908      1     1     0.30037747 
371818     2     0.0016337908      1     1     0.30037747 
371819     2     0.0005914507      1     1     0.34038347 
371820     2     0.0005914507      1     1     0.34038347 
371821     2     0.0005914507      1     1     0.34038347 
371822     2     0.0005914507      1     1     0.34038347 
371823     2     0.0005914507      1     1     0.34038347 
371824     2     0.0005914507      1     1     0.34038347 
371825     2     0.0005914507      1     1     0.34038347 
371826     2     0.0005914507      1     1     0.34038347 
371827     2     0.0005914507      1     1     0.34038347 
371828     2     0.0005914507      1     1     0.34038347 
371829     2     0.0005914507      1     1     0.34038347 
371830     2     0.0005914507      1     1     0.34038347 
371831     2     0.0005914507      1     1     0.34038347 
371832     2     0.0005914507      1     1     0.34038347 
371833     2     0.0005914507      1     1     0.34038347 
371834     2     0.0005914507      1     1     0.34038347 
373660	   2	 0.0000366447	   1	 1     0.47599753
374080	   2	 0.0003590692	   1	 1     0.36056504
374081	   2	 0.0003590692	   1	 1     0.36056504
374082	   2	 0.0003590692	   1	 1     0.36056504
374083	   2	 0.0003590692	   1	 1     0.36056504
374084	   2	 0.0003590692	   1	 1     0.36056504
374085	   2	 0.0003590692	   1	 1     0.36056504
374086	   2	 0.0003590692	   1	 1     0.36056504
374087	   2	 0.0003590692	   1	 1     0.36056504
374088	   2	 0.0003590692	   1	 1     0.36056504
374089	   2	 0.0003590692	   1	 1     0.36056504
374090	   2	 0.0002189080	   1	 1     0.38614073
374091	   2	 0.0002189080	   1	 1     0.38614073
374092	   2	 0.0002189080	   1	 1     0.38614073
374093	   2	 0.0002189080	   1	 1     0.38614073
374094	   2	 0.0002189080	   1	 1     0.38614073
374095	   2	 0.0002189080	   1	 1     0.38614073
374096	   2	 0.0002189080	   1	 1     0.38614073
374097	   2	 0.0002189080	   1	 1     0.38614073
374098	   2	 0.0002189080	   1	 1     0.38614073
374099	   2	 0.0002189080	   1	 1     0.38614073
374100	   2	 0.0001338845	   1	 1     0.40878758
374101	   2	 0.0001338845	   1	 1     0.40878758
374102	   2	 0.0001338845	   1	 1     0.40878758
374103	   2	 0.0001338845	   1	 1     0.40878758
374104	   2	 0.0001338845	   1	 1     0.40878758
374105	   2	 0.0001338845	   1	 1     0.40878758
374106	   2	 0.0001338845	   1	 1     0.40878758
374107	   2	 0.0001338845	   1	 1     0.40878758
374108	   2	 0.0001338845	   1	 1     0.40878758
374109	   2	 0.0001338845	   1	 1     0.40878758
374110	   2	 0.0001338845	   1	 1     0.40878758
374111	   2	 0.0000819609	   1	 1     0.43187227
374112	   2	 0.0000819609	   1	 1     0.43187227
374113	   2	 0.0000819609	   1	 1     0.43187227
374114	   2	 0.0000819609	   1	 1     0.43187227
374115	   2	 0.0000819609	   1	 1     0.43187227
374116	   2	 0.0000819609	   1	 1     0.43187227
374117	   2	 0.0000819609	   1	 1     0.43187227
374118	   2	 0.0000819609	   1	 1     0.43187227
374119	   2	 0.0000819609	   1	 1     0.43187227
374120	   2	 0.0000819609	   1	 1     0.43187227
374121	   2	 0.0000819609	   1	 1     0.43187227
