# author : keisuke.yoshihara@cern.ch (please report any problems)
# date   : 14/02/2017
DSID     FS   CROSSECTION[pb]     K-FACTOR     FILTEREFF   REL.UNCERT
389419 61 0.0189612 1.0 1.0 0.14702
389420 61 0.0133962 1.0 1.0 0.151325
389421 61 0.0133962 1.0 1.0 0.151325
389422 61 0.0133962 1.0 1.0 0.151325
389423 61 0.0133962 1.0 1.0 0.151325
389424 61 0.0133962 1.0 1.0 0.151325
389425 61 0.0128895 1.0 1.0 0.152026
389426 61 0.0128895 1.0 1.0 0.152026
389427 61 0.0128895 1.0 1.0 0.152026
389428 61 0.00916636 1.0 1.0 0.156849
389429 61 0.00916636 1.0 1.0 0.156849
389430 61 0.00916636 1.0 1.0 0.156849
389431 61 0.00916636 1.0 1.0 0.156849
389432 61 0.00916636 1.0 1.0 0.156849
389433 61 0.00883465 1.0 1.0 0.157177
389434 61 0.00883465 1.0 1.0 0.157177
389435 61 0.00883465 1.0 1.0 0.157177
389436 61 0.00637546 1.0 1.0 0.162158
389437 61 0.00637546 1.0 1.0 0.162158
389438 61 0.00615134 1.0 1.0 0.162953
389439 61 0.00615134 1.0 1.0 0.162953
389440 61 0.00615134 1.0 1.0 0.162953
389441 61 0.00615134 1.0 1.0 0.162953
389442 61 0.00593765 1.0 1.0 0.163716
389443 61 0.00593765 1.0 1.0 0.163716
389444 61 0.00593765 1.0 1.0 0.163716
389445 61 0.00447537 1.0 1.0 0.167071
389446 61 0.00432261 1.0 1.0 0.167859
389447 61 0.00432261 1.0 1.0 0.167859
389448 61 0.00432261 1.0 1.0 0.167859
389449 61 0.00432261 1.0 1.0 0.167859
389450 61 0.00432261 1.0 1.0 0.167859
389451 61 0.00432261 1.0 1.0 0.167859
389452 61 0.00417983 1.0 1.0 0.168637
389453 61 0.00417983 1.0 1.0 0.168637
389454 61 0.00307413 1.0 1.0 0.173377
389455 61 0.00307413 1.0 1.0 0.173377
389456 61 0.00307413 1.0 1.0 0.173377
389457 61 0.00307413 1.0 1.0 0.173377
389458 61 0.00307413 1.0 1.0 0.173377
389459 61 0.00307413 1.0 1.0 0.173377
389460 61 0.00297377 1.0 1.0 0.173822
389461 61 0.00297377 1.0 1.0 0.173822
389462 61 0.00297377 1.0 1.0 0.173822
389463 61 8.51615 1.0 0.42048 0.139223
389464 61 8.51615 1.0 0.44329 0.139223
389465 61 7.81428 1.0 0.44925 0.138996
389466 61 2.43031 1.0 0.57494 0.136999
389467 61 2.43031 1.0 0.60761 0.136999
389468 61 2.26365 1.0 0.67039 0.13728
389469 61 0.948333 1.0 0.67581 0.134559
389470 61 0.948333 1.0 0.68361 0.134559
389471 61 0.948333 1.0 0.73786 0.134559
389472 61 0.890847 1.0 0.77335 0.134587
389473 61 0.462439 1.0 1.0 0.133046
389474 61 0.462439 1.0 1.0 0.133046
389475 61 0.436832 1.0 1.0 0.133703
389476 61 0.436832 1.0 1.0 0.133703
389477 61 0.238537 1.0 1.0 0.133409
389478 61 0.238537 1.0 1.0 0.133409
389479 61 0.238537 1.0 1.0 0.133409
389480 61 0.226118 1.0 1.0 0.132741
389481 61 0.226118 1.0 1.0 0.132741
389482 61 0.136372 1.0 1.0 0.127962
389483 61 0.129886 1.0 1.0 0.132957
389484 61 0.129886 1.0 1.0 0.132957
389485 61 0.129886 1.0 1.0 0.132957
389486 61 0.129886 1.0 1.0 0.132957
389487 61 0.0806192 1.0 1.0 0.131131
389488 61 0.0769099 1.0 1.0 0.131517
389489 61 0.0769099 1.0 1.0 0.131517
389490 61 0.0769099 1.0 1.0 0.131517
389491 61 0.0769099 1.0 1.0 0.131517
389492 61 0.0734901 1.0 1.0 0.132344
389493 61 0.0491001 1.0 1.0 0.136268
389494 61 0.0491001 1.0 1.0 0.136268
389495 61 0.0491001 1.0 1.0 0.136268
389496 61 0.0470801 1.0 1.0 0.136895
389497 61 0.0470801 1.0 1.0 0.136895
389498 61 0.0470801 1.0 1.0 0.136895
389499 61 0.0307373 1.0 1.0 0.14115
389500 61 0.0307373 1.0 1.0 0.14115
389501 61 0.0307373 1.0 1.0 0.14115
389502 61 0.0307373 1.0 1.0 0.14115
389503 61 0.0295348 1.0 1.0 0.141397
389504 61 0.0295348 1.0 1.0 0.141397
389505 61 0.0295348 1.0 1.0 0.141397
389506 61 0.0204715 1.0 1.0 0.146131
389507 61 0.0204715 1.0 1.0 0.146131
389508 61 0.0204715 1.0 1.0 0.146131
389509 61 0.0197653 1.0 1.0 0.146602
389510 61 0.0197653 1.0 1.0 0.146602
389511 61 0.0197653 1.0 1.0 0.146602
389512 61 0.0189612 1.0 1.0 0.14702
389513 61 0.0133962 1.0 1.0 0.151325
389514 61 0.0133962 1.0 1.0 0.151325
389515 61 0.0133962 1.0 1.0 0.151325
389516 61 0.0133962 1.0 1.0 0.151325
389517 61 0.0133962 1.0 1.0 0.151325
389518 61 0.0128895 1.0 1.0 0.152026
389519 61 0.0128895 1.0 1.0 0.152026
389520 61 0.0128895 1.0 1.0 0.152026
389521 61 0.00916636 1.0 1.0 0.156849
389522 61 0.00916636 1.0 1.0 0.156849
389523 61 0.00916636 1.0 1.0 0.156849
389524 61 0.00916636 1.0 1.0 0.156849
389525 61 0.00916636 1.0 1.0 0.156849
389526 61 0.00883465 1.0 1.0 0.157177
389527 61 0.00883465 1.0 1.0 0.157177
389528 61 0.00883465 1.0 1.0 0.157177
389529 61 0.00637546 1.0 1.0 0.162158
389530 61 0.00637546 1.0 1.0 0.162158
389531 61 0.00637546 1.0 1.0 0.162158
389532 61 0.00637546 1.0 1.0 0.162158
389533 61 0.00615134 1.0 1.0 0.162953
389534 61 0.00615134 1.0 1.0 0.162953
389535 61 0.00615134 1.0 1.0 0.162953
389536 61 0.00593765 1.0 1.0 0.163716
389537 61 0.00593765 1.0 1.0 0.163716
389538 61 0.00447537 1.0 1.0 0.167071
389539 61 0.00447537 1.0 1.0 0.167071
389540 61 0.00447537 1.0 1.0 0.167071
389541 61 0.00432261 1.0 1.0 0.167859
389542 61 0.00432261 1.0 1.0 0.167859
389543 61 0.00432261 1.0 1.0 0.167859
389544 61 0.00432261 1.0 1.0 0.167859
389545 61 0.00417983 1.0 1.0 0.168637
389546 61 0.00417983 1.0 1.0 0.168637
389547 61 0.00317628 1.0 1.0 0.172617
389548 61 0.00317628 1.0 1.0 0.172617
389549 61 0.00307413 1.0 1.0 0.173377
389550 61 0.00307413 1.0 1.0 0.173377
389551 61 0.00307413 1.0 1.0 0.173377
389552 61 0.00307413 1.0 1.0 0.173377
389553 61 0.00307413 1.0 1.0 0.173377
389554 61 0.00297377 1.0 1.0 0.173822
389555 61 0.00297377 1.0 1.0 0.173822
