# grid   : pair production of stop1 decaying to a N2. 13 TeV.
# author : gmullier@cern.ch (please report any problems
# date   : 19/11/2016
# brief  : Based on https://twiki.cern.ch/twiki/bin/view/LHCPhysics/SUSYCrossSections13TeVstopsbottom
# Filter efficiencies from AMI
#
#  DSID                 FS                   CROSSECTION[pb]      K-FACTOR             FILTEREFF            REL.UNCERT          
   389130               61                   0.0189612            1.0                  0.71245              0.14702             
   389131               61                   0.0189612            1.0                  0.71358              0.14702             
   389132               61                   0.0189612            1.0                  0.70353              0.14702             
   389133               61                   0.0189612            1.0                  0.70398              0.14702             
   389134               61                   0.0189612            1.0                  0.69218              0.14702             
   389135               61                   0.0189612            1.0                  0.68097              0.14702             
   389136               61                   0.0189612            1.0                  0.68469              0.14702             
   389137               61                   0.0189612            1.0                  0.66408              0.14702             
   389138               61                   0.0189612            1.0                  0.67393              0.14702             
   389139               61                   0.0189612            1.0                  0.66686              0.14702             
   389140               61                   0.0189612            1.0                  0.65089              0.14702             
   389141               61                   0.0189612            1.0                  0.6395               0.14702             
   389142               61                   0.0128895            1.0                  0.72659              0.152026            
   389143               61                   0.0128895            1.0                  0.71559              0.152026            
   389144               61                   0.0128895            1.0                  0.71133              0.152026            
   389145               61                   0.0128895            1.0                  0.70709              0.152026            
   389146               61                   0.0128895            1.0                  0.69332              0.152026            
   389147               61                   0.0128895            1.0                  0.69109              0.152026            
   389148               61                   0.0128895            1.0                  0.69505              0.152026            
   389149               61                   0.0128895            1.0                  0.6875               0.152026            
   389150               61                   0.0128895            1.0                  0.67985              0.152026            
   389151               61                   0.0128895            1.0                  0.67016              0.152026            
   389152               61                   0.0128895            1.0                  0.66585              0.152026            
   389153               61                   0.0128895            1.0                  0.65717              0.152026            
   389154               61                   0.0128895            1.0                  0.64523              0.152026            
   389155               61                   0.00615134           1.0                  0.74017              0.162953            
   389156               61                   0.00615134           1.0                  0.73743              0.162953            
   389157               61                   0.00615134           1.0                  0.72585              0.162953            
   389158               61                   0.00615134           1.0                  0.72101              0.162953            
   389159               61                   0.00615134           1.0                  0.71848              0.162953            
   389160               61                   0.00615134           1.0                  0.70752              0.162953            
   389161               61                   0.00615134           1.0                  0.71171              0.162953            
   389162               61                   0.00615134           1.0                  0.70242              0.162953            
   389163               61                   0.00615134           1.0                  0.69922              0.162953            
   389164               61                   0.00615134           1.0                  0.70078              0.162953            
   389165               61                   0.00615134           1.0                  0.69098              0.162953            
   389166               61                   0.00615134           1.0                  0.68077              0.162953            
   389167               61                   0.00615134           1.0                  0.67537              0.162953            
   389168               61                   0.00615134           1.0                  0.67131              0.162953            
   389169               61                   0.00615134           1.0                  0.65457              0.162953            
   389170               61                   0.00307413           1.0                  0.74978              0.173377            
   389171               61                   0.00307413           1.0                  0.7479               0.173377            
   389172               61                   0.00307413           1.0                  0.74185              0.173377            
   389173               61                   0.00307413           1.0                  0.7348               0.173377            
   389174               61                   0.00307413           1.0                  0.72484              0.173377            
   389175               61                   0.00307413           1.0                  0.72638              0.173377            
   389176               61                   0.00307413           1.0                  0.71472              0.173377            
   389177               61                   0.00307413           1.0                  0.72293              0.173377            
   389178               61                   0.00307413           1.0                  0.71961              0.173377            
   389179               61                   0.00307413           1.0                  0.71435              0.173377            
   389180               61                   0.00307413           1.0                  0.71694              0.173377            
   389181               61                   0.00307413           1.0                  0.71004              0.173377            
   389182               61                   0.00307413           1.0                  0.70521              0.173377            
   389183               61                   0.00307413           1.0                  0.70105              0.173377            
   389184               61                   0.00307413           1.0                  0.6838               0.173377            
   389185               61                   0.00307413           1.0                  0.67992              0.173377            
   389186               61                   0.00307413           1.0                  0.65382              0.173377            
   389187               61                   8.51615              1.0                  0.52323              0.139223            
   389188               61                   1.83537              1.0                  0.58606              0.136985            
