# author : tripiana@cern.ch (please report any problems)
# date   : 03/08/2015
DSID     FS   CROSSECTION[pb]     K-FACTOR     FILTEREFF   REL.UNCERT
387593   61       0.296128         1.0          0.82216      0.132687    
387594   61       0.174599         1.0          0.9667       0.132074    
387595   61       0.174599         1.0          0.96558      0.132074    
387596   61       0.174599         1.0          0.96484      0.132074    
387597   61       0.174599         1.0          0.9632       0.132074    
387598   61       0.174599         1.0          0.95859      0.132074    
387599   61       0.174599         1.0          0.95302      0.132074    
387600   61       0.174599         1.0          0.9452       0.132074    
387601   61       0.174599         1.0          0.92754      0.132074    
387602   61       0.174599         1.0          0.89658      0.132074    
387603   61       0.107045         1.0          0.97156      0.129232    
387604   61       0.107045         1.0          0.96765      0.129232    
387605   61       0.107045         1.0          0.97052      0.129232    
387606   61       0.107045         1.0          0.97157      0.129232    
387607   61       0.107045         1.0          0.96501      0.129232    
387608   61       0.107045         1.0          0.9621       0.129232    
387609   61       0.107045         1.0          0.95559      0.129232    
387610   61       0.107045         1.0          0.94871      0.129232    
387611   61       0.107045         1.0          0.9296       0.129232    
387612   61       0.0670476        1.0          0.97419      0.133429    
387613   61       0.0670476        1.0          0.97502      0.133429    
387614   61       0.0670476        1.0          0.97455      0.133429    
387615   61       0.0670476        1.0          0.97573      0.133429    
387616   61       0.0670476        1.0          0.97166      0.133429    
387617   61       0.0670476        1.0          0.96741      0.133429    
387618   61       0.0670476        1.0          0.96685      0.133429    
387619   61       0.0670476        1.0          0.95802      0.133429    
387620   61       0.0670476        1.0          0.95229      0.133429    
387621   61       0.0431418        1.0          0.97473      0.137455    
387622   61       0.0431418        1.0          0.98025      0.137455    
387623   61       0.0431418        1.0          0.97673      0.137455    
387624   61       0.0431418        1.0          0.98085      0.137455    
387625   61       0.0431418        1.0          0.9755       0.137455    
387626   61       0.0431418        1.0          0.97392      0.137455    
387627   61       0.0431418        1.0          0.97226      0.137455    
387628   61       0.0431418        1.0          0.97081      0.137455    
387629   61       0.0431418        1.0          0.95867      0.137455    
387630   61       0.0283338        1.0          0.9814       0.14171     
387631   61       0.0283338        1.0          0.98007      0.14171     
387632   61       0.0283338        1.0          0.97724      0.14171     
387633   61       0.0283338        1.0          0.9821       0.14171     
387634   61       0.0283338        1.0          0.98106      0.14171     
387635   61       0.0283338        1.0          0.97739      0.14171     
387636   61       0.0283338        1.0          0.97807      0.14171     
387637   61       0.0283338        1.0          0.97484      0.14171     
387638   61       0.0283338        1.0          0.96939      0.14171     
