# author : ppani@cern.ch (please report any problems)
# date   : 14/10/2015
# 	   @modified 28/07/16 : fix width accounted in the calculation . Move to rel. uncertainties as for other grids
# notes  : it assumes that g = g_q = g_chi = 1 .  For a proper rescaling look at Sec 2.5.3 of the DM Forum report (https://twiki.cern.ch/twiki/pub/AtlasProtected/HeavyQuarkDMRun2/doc_1.pdf)
#          Pre-computed values for different settings are also available at https://twiki.cern.ch/twiki/bin/view/AtlasProtected/TTPhiValidation 
#
# Note: pseudoscalar models have a problem in ami. Filter comes from validation logfiles
#
DSID     FS   CROSSECTION[pb]  K-FACTOR   FILTEREFF    REL.UNCERT
303112    0    0.04018          1.0       1.0000e+00     0.0041488
303113    0   0.005343          1.0       1.0000e+00     0.0043402
303114    0  0.0003968          1.0       1.0000e+00     0.0042792
303115    0  7.041e-08          1.0       1.0000e+00     0.0046101
303116    0  2.574e-08          1.0       1.0000e+00     0.0050466
303117    0  3.932e-08          1.0       1.0000e+00     0.0041963
303118    0  3.513e-09          1.0       1.0000e+00     0.0042869
303119    0    0.01482          1.0       1.0000e+00     0.0052611
303120    0    0.01864          1.0       1.0000e+00     0.0059817
303121    0      0.303          1.0       1.0000e+00     0.0045478
303122    0     0.1898          1.0       1.0000e+00     0.0047513
303123    0   0.002437          1.0       1.0000e+00     0.0047558
303124    0   0.002963          1.0       1.0000e+00     0.0049409
303125    0    0.01074          1.0       1.0000e+00     0.0052262
303126    0    0.08381          1.0       1.0000e+00     0.0040902
303127    0    0.03994          1.0       1.0000e+00     0.0046144
303128    0   2.28e-06          1.0       1.0000e+00     0.0041307
303129    0  3.285e-06          1.0       1.0000e+00     0.0039512
303130    0  6.225e-05          1.0       1.0000e+00     0.0036497
303131    0  0.0002348          1.0       1.0000e+00     0.0044804
303132    0  0.0004119          1.0       1.0000e+00     0.0044185
303133    0   0.003426          1.0       1.0000e+00     0.0050262
303134    0   0.004625          1.0       1.0000e+00     0.0045275
303135    0   5.73e-08          1.0       1.0000e+00     0.0051239
304616    0    0.01971          1.0       1.0000e+00     0.0044292
304617    0    0.01189          1.0       1.0000e+00     0.0043835
304618    0   0.007594          1.0       1.0000e+00     0.0038583
304619    0    0.02204          1.0       1.0000e+00     0.0044931
304620    0    0.01165          1.0       1.0000e+00     0.0040420
304621    0    0.00766          1.0       1.0000e+00     0.0046775
388530    0  0.0009979      	1.0    	  1.0 		 0.0031536
388531    0    0.01081      	1.0    	  1.0 		 0.0037715
388532    0    0.01123      	1.0    	  1.0 		 0.0035048
388533    0     0.6827      	1.0    	  1.0 		 0.0033191
388534    0    0.02752      	1.0    	  1.0 		 0.0038045
388535    0    0.01924      	1.0    	  1.0 		 0.0037671
388536    0     0.0914      	1.0    	  1.0 		 0.0028140
388537    0   0.004428      	1.0    	  1.0 		 0.0044512
388538    0    0.01069      	1.0    	  1.0 		 0.0045238
388539    0    0.01252      	1.0    	  1.0 		 0.0045399
388540    0     0.1902      	1.0    	  1.0 		 0.0050967
388541    0    0.03941      	1.0    	  1.0 		 0.0042324
388542    0    0.016832      	1.0    	  1.0 		 0.0043317
388543    0    0.08357      	1.0    	  1.0 		 0.0041282
388544    0  0.0002662      	1.0    	  1.0 		 0.0056160
388545    0   0.000269      	1.0    	  1.0 		 0.0046356
388546    0  0.0002789      	1.0    	  1.0 		 0.0051882
388547    0   0.000324      	1.0    	  1.0 		 0.0050555
388548    0  8.679e-05      	1.0    	  1.0 		 0.0040903
388549    0  8.837e-05      	1.0    	  1.0 		 0.0048919
388550    0   9.45e-05      	1.0    	  1.0 		 0.0046042
388551    0  0.0006549      	1.0    	  1.0 		 0.0055275
388552    0  0.0006583      	1.0    	  1.0 		 0.0042943
388553    0  0.0006883      	1.0    	  1.0 		 0.0048394
388554    0  0.0008404      	1.0    	  1.0 		 0.0046787
388555    0  0.0002379      	1.0    	  1.0 		 0.0040836
388556    0  0.0002418      	1.0    	  1.0 		 0.0046732
388557    0  0.0002654      	1.0    	  1.0		 0.0046834
