# author : keisuke.yoshihara@cern.ch (please report any problems)
# date   : 14/02/2017
DSID     FS   CROSSECTION[pb]     K-FACTOR     FILTEREFF   REL.UNCERT
390963 51 0.00851073 1.0 1.0 0.158094
390964 51 0.00851073 1.0 1.0 0.158094
390965 51 0.00851073 1.0 1.0 0.158094
390966 51 0.00615134 1.0 1.0 0.162953
390967 51 0.00615134 1.0 1.0 0.162953
390968 51 0.00615134 1.0 1.0 0.162953
390969 51 0.00615134 1.0 1.0 0.162953
390970 51 0.00615134 1.0 1.0 0.162953
390971 51 0.00593765 1.0 1.0 0.163716
390972 51 0.00593765 1.0 1.0 0.163716
390973 51 0.00593765 1.0 1.0 0.163716
390974 51 0.00572452 1.0 1.0 0.163857
390975 51 0.00432261 1.0 1.0 0.167859
390976 51 0.00432261 1.0 1.0 0.167859
390977 51 0.00432261 1.0 1.0 0.167859
390978 51 0.00432261 1.0 1.0 0.167859
390979 51 0.00417983 1.0 1.0 0.168637
390980 51 0.00417983 1.0 1.0 0.168637
390981 51 0.00417983 1.0 1.0 0.168637
390982 51 0.00417983 1.0 1.0 0.168637
390983 51 0.00403886 1.0 1.0 0.168981
390984 51 0.00307413 1.0 1.0 0.173377
390985 51 0.00307413 1.0 1.0 0.173377
390986 51 0.00307413 1.0 1.0 0.173377
390987 51 0.00297377 1.0 1.0 0.173822
390988 51 0.00297377 1.0 1.0 0.173822
390989 51 0.00297377 1.0 1.0 0.173822
390990 51 0.00297377 1.0 1.0 0.173822
390991 51 0.00297377 1.0 1.0 0.173822
390992 51 0.00287148 1.0 1.0 0.174725
390993 51 7.17876 1.0 0.40481 0.139357
390994 51 7.17876 1.0 0.47224 0.139357
390995 51 6.60266 1.0 0.71603 0.139256
390996 51 2.26365 1.0 0.55545 0.13728
390997 51 2.10786 1.0 0.61658 0.13732
390998 51 2.10786 1.0 0.6987 0.13732
390999 51 0.890847 1.0 0.65926 0.134587
391000 51 0.890847 1.0 0.65749 0.134587
391001 51 0.890847 1.0 0.73487 0.134587
391002 51 0.836762 1.0 0.83109 0.134468
391003 51 0.436832 1.0 1.0 0.133703
391004 51 0.436832 1.0 1.0 0.133703
391005 51 0.412828 1.0 1.0 0.13272
391006 51 0.412828 1.0 1.0 0.13272
391007 51 0.226118 1.0 1.0 0.132741
391008 51 0.226118 1.0 1.0 0.132741
391009 51 0.226118 1.0 1.0 0.132741
391010 51 0.214557 1.0 1.0 0.131697
391011 51 0.214557 1.0 1.0 0.131697
391012 51 0.129886 1.0 1.0 0.132957
391013 51 0.129886 1.0 1.0 0.132957
391014 51 0.129886 1.0 1.0 0.132957
391015 51 0.123402 1.0 1.0 0.13016
391016 51 0.123402 1.0 1.0 0.13016
391017 51 0.0769099 1.0 1.0 0.131517
391018 51 0.0769099 1.0 1.0 0.131517
391019 51 0.0769099 1.0 1.0 0.131517
391020 51 0.0734901 1.0 1.0 0.132344
391021 51 0.0734901 1.0 1.0 0.132344
391022 51 0.0734901 1.0 1.0 0.132344
391023 51 0.0470801 1.0 1.0 0.136895
391024 51 0.0470801 1.0 1.0 0.136895
391025 51 0.0470801 1.0 1.0 0.136895
391026 51 0.0470801 1.0 1.0 0.136895
391027 51 0.045061 1.0 1.0 0.136816
391028 51 0.045061 1.0 1.0 0.136816
391029 51 0.0307373 1.0 1.0 0.14115
391030 51 0.0307373 1.0 1.0 0.14115
391031 51 0.0295348 1.0 1.0 0.141397
391032 51 0.0295348 1.0 1.0 0.141397
391033 51 0.0295348 1.0 1.0 0.141397
391034 51 0.0295348 1.0 1.0 0.141397
391035 51 0.0283338 1.0 1.0 0.14171
391036 51 0.0197653 1.0 1.0 0.146602
391037 51 0.0197653 1.0 1.0 0.146602
391038 51 0.0197653 1.0 1.0 0.146602
391039 51 0.0197653 1.0 1.0 0.146602
391040 51 0.0197653 1.0 1.0 0.146602
391041 51 0.0189612 1.0 1.0 0.14702
391042 51 0.0189612 1.0 1.0 0.14702
391043 51 0.0133962 1.0 1.0 0.151325
391044 51 0.0133962 1.0 1.0 0.151325
391045 51 0.0133962 1.0 1.0 0.151325
391046 51 0.0133962 1.0 1.0 0.151325
391047 51 0.0128895 1.0 1.0 0.152026
391048 51 0.0128895 1.0 1.0 0.152026
391049 51 0.0128895 1.0 1.0 0.152026
391050 51 0.0123843 1.0 1.0 0.152968
391051 51 0.00916636 1.0 1.0 0.156849
391052 51 0.00916636 1.0 1.0 0.156849
391053 51 0.00883465 1.0 1.0 0.157177
391054 51 0.00883465 1.0 1.0 0.157177
391055 51 0.00883465 1.0 1.0 0.157177
391056 51 0.00883465 1.0 1.0 0.157177
391057 51 0.00851073 1.0 1.0 0.158094
391058 51 0.00851073 1.0 1.0 0.158094
391059 51 0.00615134 1.0 1.0 0.162953
391060 51 0.00615134 1.0 1.0 0.162953
391061 51 0.00615134 1.0 1.0 0.162953
391062 51 0.00615134 1.0 1.0 0.162953
391063 51 0.00615134 1.0 1.0 0.162953
391064 51 0.00615134 1.0 1.0 0.162953
391065 51 0.00593765 1.0 1.0 0.163716
391066 51 0.00593765 1.0 1.0 0.163716
391067 51 0.00593765 1.0 1.0 0.163716
391068 51 0.00432261 1.0 1.0 0.167859
391069 51 0.00432261 1.0 1.0 0.167859
391070 51 0.00432261 1.0 1.0 0.167859
391071 51 0.00432261 1.0 1.0 0.167859
391072 51 0.00432261 1.0 1.0 0.167859
391073 51 0.00432261 1.0 1.0 0.167859
391074 51 0.00417983 1.0 1.0 0.168637
391075 51 0.00417983 1.0 1.0 0.168637
391076 51 0.00417983 1.0 1.0 0.168637
391077 51 0.00307413 1.0 1.0 0.173377
391078 51 0.00307413 1.0 1.0 0.173377
391079 51 0.00307413 1.0 1.0 0.173377
391080 51 0.00307413 1.0 1.0 0.173377
391081 51 0.00307413 1.0 1.0 0.173377
391082 51 0.00307413 1.0 1.0 0.173377
391083 51 0.00297377 1.0 1.0 0.173822
391084 51 0.00297377 1.0 1.0 0.173822
391085 51 0.00297377 1.0 1.0 0.173822
