# author : tripiana@cern.ch (please report any problems)
# date   : 03/08/2015
DSID     FS   CROSSECTION[pb]     K-FACTOR     FILTEREFF   REL.UNCERT
388465   61       0.0189612 	   1.0          1.0          0.14702
388466   61       0.0189612 	   1.0          1.0          0.14702
388467   61       0.0189612 	   1.0          1.0          0.14702
388468   61       0.0189612 	   1.0          1.0          0.14702
388469   61       0.0189612 	   1.0          1.0          0.14702
388470   61       0.0189612 	   1.0          1.0          0.14702
388471   61       0.0189612 	   1.0          1.0          0.14702
388473   61       0.0128895 	   1.0          1.0          0.152026
388474   61       0.0128895 	   1.0          1.0          0.152026
388475   61       0.0128895 	   1.0          1.0          0.152026
388477   61       0.0128895 	   1.0          1.0          0.152026
388478   61       0.0128895 	   1.0          1.0          0.152026
388479   61       0.00615134	   1.0          1.0          0.162953
388480   61       0.00615134	   1.0          1.0          0.162953
388481   61       0.00615134	   1.0          1.0          0.162953
388483   61       0.00615134	   1.0          1.0          0.162953
388484   61       0.00615134	   1.0          1.0          0.162953
388485   61       0.00615134	   1.0          1.0          0.162953
388488   61       0.00307413	   1.0          1.0          0.173377
388489   61       0.00307413	   1.0          1.0          0.173377
388490   61       0.00307413	   1.0          1.0          0.173377
388491   61       0.00307413	   1.0          1.0          0.173377
388492   61       0.00307413	   1.0          1.0          0.173377
	   	  
#low mass compressed case
389570   61       64.5085          1.0          0.052676     0.144098  
389571   61       64.5085          1.0          0.050646     0.144098  
389572   61       64.5085          1.0          0.060013     0.144098  
389573   61       21.5949          1.0          0.33304      0.140595  
389574   61       21.5949          1.0          0.20475      0.140595  
389575   61       21.5949          1.0          0.077911     0.140595  
389576   61       21.5949          1.0          0.087035     0.140595  
389577   61       8.51615          1.0          0.40814      0.139223  
389578   61       8.51615          1.0          0.25553      0.139223  
389579   61       8.51615          1.0          0.10345      0.139223  
389580   61       8.51615          1.0          0.11121      0.139223  
389581   61       3.78661          1.0          0.45825      0.136877  
389582   61       3.78661          1.0          0.29618      0.136877  
389583   61       3.78661          1.0          0.12531      0.136877  
389584   61       3.78661          1.0          0.13272      0.136877  
389585   61       1.83537          1.0          0.49379      0.136985  
389586   61       1.83537          1.0          0.32981      0.136985  
389587   61       1.83537          1.0          0.14519      0.136985  
389588   61       0.948333         1.0          0.52443	     0.134559     
389589   61       0.948333         1.0          0.35855	     0.134559     
389590   61       0.51848          1.0          1.0          0.133797
